Comment;Sentiment
لماذا لما يتحمل ع الموبايل بينزل ب لوجو أندرويد كأن هكر;Neutral
this is efficient apps;Positive
nice;Positive
Not good for sending money international.;Negative
The app does not show a report equivalent to an account statement only shows transaction history without the balance after each transaction.;Neutral
My best app;Positive
Excellent;Positive
"فالبداية التطبيق كان شغال معي زين. مع الوقت صار كل ما احد يحولي فلوس ادخل الحساب اشان يطلعلي صفر علمان انو توصلي رسالة الحوالة. و فجأة بدأ يطلعلي بالسالب عندي فوق ٣٥٠ ريال معهم و من شهر اكلمهم و يقولولي بنكلم المشرف والله هذا اسواء تطبيق و الدعم جدآ سيء و يوم تروحلهم الفرع ما يفيدونك بشي لازم تنتظر ساعتين لين مايجيك الموظف بدون اي فايدة حسبي الله عليهم بس";Neutral
Good;Positive
Great;Positive
Instant transfer very good;Positive
I hate the customer support team. By mistake I open stcpay via border entry number. Then I'm not able to add the iqma. So I tell them to close the account. Then I try to open with iqma but since 4month they are not close my accountI call themI did mail but nothing happened from 22nd Dec21 till the date.;Negative
Hope We can Buy load for this app;Positive
Very Bad for international transaction i just sent money 34 weeks ago and did not receive the money yet And in my account don't show the transaction details Show it to me your account status is not valid to perform this transaction I'm waiting to my money insha Allah then I will remove this app because I'm tired to call company for this problem and they response it will be solve in 24 hours and dose not solve the problem in 4 weeks;Negative
Dear Sir/medam Just now I make 2 transaction but the money still not received.its was local transaction. Please advise immediately because I have a very tension.;Positive
It suckz. I cant verify my id. Its always. Saying im verified. But when i go back. Its still nOt.. Its not working.. Hajsst;Neutral
Bad app. always shows technical issue when trying to add account for international transfer. Same applies when applying for the card.condact customer care but no response;Negative
Before I have STC pay app it's by mistake uninstall now again I'm install new STC pay its not coming all procedure I have done but last 6 digit code is not coming I'm trying from last 5-6 days plz help me to connect with STC pay app again;Positive
No refounD for local transfer I hope someone to help me;Positive
I forgot my passcod now I am trying to activate it on Forgot passcod but there is show a technical problem Please find a solution;Positive
Thanks for your Quick response.Since last update - there are a clear improvements but now crashing and some time responds slower than expected (Lag).;Positive
Very good;Positive
What happened STCpay this second time I transferred money to the number not received but I got the verification code;Neutral
Transferred to my bank account from this app and the amount was returned to the app after disappearing for more than one month. It normally works fine but I don't know what happened because of this experience I stopped using it can't relay on it in my transactions.;Negative
Dear sir why the phone number verify code not come set this problem;Negative
Thanks for the app very good;Positive
"تأخر غير طبيعي للتحويل الدولي ولم يتم في اخر الأمر وتأخر رجوع الأموال مرة اخري وخدمة عملاء غير مفيدة ، ما انصح احد بالتحويل الدولي من خلالهم";Neutral
Oke;Neutral
Very good 👍;Positive
Very bad experience. I made recharge 6 days ago for my stc number using stc pay but my number never got topped up however 115 SAR has been deducted from my balance. I made complaint but that was also not resolved so far. Very bad services. When I followed up on unified number of stc pay they said they can't do anything. I would never recommend this app for recharging you mobile cards;Negative
Excllent ❤️❤️;Neutral
Good;Positive
Nice;Positive
I can not transfer money international very bad application. I try to contact Stc via live chat no answer. Thanks;Negative
